100,0.9078549797078596
200,2.483149944497272
300,3.435229923216626
400,3.9142549125095822
500,4.330749903200195
600,5.76448487115372
700,7.281369837248698
800,7.545254831350408
900,7.440439833693206
1000,7.668404828597792
1100,7.526669831765816
1200,7.576214830658398
1300,6.819959847562014
1400,6.3935498570930225
1500,5.869854868798516
1600,5.323749881004915
1700,5.242819882813842
1800,4.981759888648987
1900,4.3249749033292755
2000,4.673079895548523
2100,5.544239876076581
2200,5.971214866532945
2300,5.888554868380538
2400,4.681919895350933
2500,4.444249900663271
2600,5.380489879736676
2700,5.3227748810267075
2800,5.585314875158479
2900,5.993674866030924
3000,6.080429864091798
3100,5.407124879141338
3200,5.287909881806001
3300,5.491429877256975
3400,5.375094879857263
3500,4.165879906885325
3600,4.391774901836179
3700,5.049179887142032
3800,5.048739887151867
3900,4.645924896155484
4000,3.691289917493239
4100,3.4930199219249185
4200,3.829859914395958
4300,4.558444898110815
4400,3.8463099140282724
4500,4.097669908409938
4600,4.843009891750292
4700,4.948304889396764
4800,5.032749887509271
4900,4.665434895719402
5000,5.770314871023407
