100,0.13535499697457998
200,0.5912049867855385
300,0.9845949779925867
400,1.7761349603002896
500,2.954454933962785
600,3.426514923411421
700,5.046504887201823
800,4.90515989036113
900,3.8898649130547414
1000,4.686044895258732
1100,5.551384875916876
1200,6.574549853047357
1300,7.025724842962807
1400,7.026034842955879
1500,7.062574842139146
1600,7.569179830815643
1700,7.39351983474195
1800,8.35075481334608
1900,8.630064807103018
2000,8.926229800483211
2100,8.634784806997514
2200,8.783099803682417
2300,8.699349805554377
2400,8.355979813229293
2500,7.976429821712896
2600,8.541654809079134
2700,8.802099803257732
2800,8.418374811834656
2900,8.144364817959255
3000,8.491114810208789
3100,8.641554806846193
3200,8.464924810794182
3300,8.545399808995425
3400,8.26233481532242
3500,8.469284810696728
3600,8.491804810193367
3700,8.858744801991621
3800,9.040484797929413
3900,9.332594791400247
4000,8.493654810152016
